,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open
Currency,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND,AUD,BDT,CNY,HKD,IDR,INR,JPY,KRW,LKR,MNT,MYR,NZD,PHP,PKR,SGD,THB,TWD,VND
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-14,1.0908,69.025,6.8281,7.7515,,46.6,88.69,1160.5,114.45,1457.5,3.4095,1.374,46.025,84.3,1.3909,33.12,32.297,18374.0,1.1044,69.195,6.8311,7.752000000000001,,46.76,89.29,1168.2,114.47,1457.5,3.4135,1.3868,46.495,84.4,1.3933,33.16,32.323,18805.0,1.0896,68.65,6.8267,7.75,,46.38,88.32,1157.2,114.35,1432.5,3.3995,1.3693,45.95,83.83,1.3901,33.09,32.193000000000005,18269.0,1.097,68.65,6.8267,7.75,,46.56,89.26,1160.5,114.35,1457.5,3.4045,1.3799,46.2,84.0,1.3919,33.12,32.263000000000005,18469.0
2009-12-15,1.1027,69.025,6.8275,7.7532,,46.534,89.63,1159.39,114.35,1457.5,3.4135,1.3845,46.15,84.35,1.3954,33.15,32.325,18374.0,1.107,69.315,6.8295,7.7545,,46.718999999999994,89.95,1165.6,114.4,1457.5,3.4185,1.3908,46.37,84.48,1.396,33.16,32.345,18805.0,1.0898,68.65,6.8267,7.7509,,46.424,88.61,1159.39,114.25,1427.5,3.4035,1.3716,45.87,83.85,1.3908,33.105,32.215,18269.0,1.0904,68.9,6.827999999999999,7.7511,,46.593999999999994,88.68,1161.89,114.25,1457.5,3.4065,1.3731,45.87,84.2,1.3909,33.12,32.255,18700.0
2009-12-16,1.1103,68.775,6.8279,7.7529,,46.585,89.86,1165.3,114.25,1457.5,3.4245,1.3876,46.175,84.15,1.3974,33.17,32.32,18364.5,1.1168,69.025,6.8291,7.7548,,46.825,89.98,1172.2,114.47,1457.5,3.4313,1.3979,46.395,84.65,1.3981,33.185,32.36,18589.5,1.1023,68.65,6.8266,7.752000000000001,,46.515,89.39,1161.5,114.15,1412.5,3.4135,1.3829,46.12,84.0,1.3943,33.14,32.25,18250.0,1.1035,68.9,6.8291,7.7525,,46.675,89.63,1161.5,114.4,1457.5,3.4135,1.3852,46.18,84.25,1.3947,33.15,32.3,18475.0
2009-12-17,1.1275,69.025,6.8296,7.7562,,46.935,89.67,1175.88,114.25,1432.5,3.4375,1.409,46.875,84.45,1.4039,33.21,32.385,18464.5,1.1305,69.315,6.8301,7.7578,,47.055,90.37,1183.17,114.37,1457.5,3.4395,1.4118,46.875,84.65,1.4054,33.23,32.385,18489.5,1.1069,68.65,6.827999999999999,7.7522,,46.435,89.56,1163.27,114.15,1412.5,3.4205,1.386,46.1,84.05,1.3972,33.16,32.255,18450.0,1.1104,68.91,6.827999999999999,7.7527,,46.585,89.89,1163.27,114.15,1412.5,3.4205,1.3869999999999998,46.1,84.07,1.3973,33.17,32.315,18469.0
2009-12-18,1.1231,68.775,6.8281,7.757000000000001,,46.725,90.43,1174.18,114.3,1432.5,3.4375,1.4059,46.63,84.2,1.4029,33.225,32.398,18476.5,1.1351,69.025,6.829,7.7585,,46.935,90.92,1189.57,114.37,1435.5,3.4375,1.416,46.83,84.48,1.4047,33.225,32.453,18477.5,1.1217,68.65,6.8267,7.755,,46.685,88.89,1174.18,114.2,1402.5,3.4375,1.4011,46.405,83.85,1.4002,33.185,32.312,18450.0,1.1271,68.9,6.8278,7.755,,46.885,89.69,1175.88,114.2,1432.5,3.4375,1.4077,46.7,84.25,1.4041,33.21,32.321999999999996,18469.0
2009-12-21,1.1347,68.775,6.8285,7.755,,46.825,91.08,1185.65,114.4,1432.5,3.435,1.4181,46.6,84.3,1.4063,33.23,32.37,18475.0,1.1359,69.315,6.8286,7.7573,,46.87,91.23,1185.65,114.45,1432.5,3.4425,1.4197,46.82,84.52,1.4067,33.23,32.44,18479.0,1.1218,68.65,6.827000000000001,7.752999999999999,,46.645,90.25,1171.42,114.25,1427.5,3.4345,1.4039,46.35,84.04,1.402,33.21,32.31,18450.0,1.1223,68.65,6.8275,7.7566,,46.815,90.45,1171.42,114.35,1432.5,3.4395,1.4057,46.35,84.1,1.403,33.22,32.31,18474.0
2009-12-22,1.1416,69.025,6.8285,7.7549,,46.825,91.81,1180.5,114.325,1432.5,3.4335,1.4245,46.46,84.2,1.4075,33.235,32.375,18474.5,1.1429,69.275,6.8292,7.7572,,46.895,91.87,1188.7,114.425,1432.5,3.4425,1.4282,46.74,84.52,1.4092,33.255,32.455,18481.5,1.1316,68.65,6.8274,7.7515,,46.715,91.0,1177.95,114.2,1412.5,3.4325,1.412,46.35,83.82,1.4043,33.225,32.315,18450.0,1.1340000000000001,68.65,6.8279,7.7547,,46.775,91.08,1186.15,114.4,1432.5,3.4395,1.4166,46.65,84.2,1.4064,33.23,32.325,18469.0
2009-12-23,1.1368,69.025,6.8285,7.7535,,46.67,91.65,1177.5,114.35,1427.5,3.4375,1.4202,46.39,84.15,1.4088,33.325,32.34,18475.0,1.145,69.315,6.8293,7.7556,,46.92,91.87,1186.1,114.42,1432.5,3.4425,1.4343,46.76,84.5,1.4121,33.355,32.41,18479.0,1.1337,68.65,6.8273,7.7527,,46.67,91.32,1177.5,114.2,1426.5,3.4345,1.4148,46.28,84.05,1.4073,33.24,32.26,18450.0,1.1408,69.19,6.8276,7.7548,,46.73,91.82,1179.5,114.3,1426.5,3.4355,1.4286,46.55,84.28,1.4074,33.24,32.26,18474.0
2009-12-24,1.133,68.775,6.827999999999999,7.7556,,46.73,91.58,1175.07,114.35,1427.5,3.43,1.416,46.46,84.3,1.4077,33.335,32.295,18475.0,1.1387,69.315,6.8294,7.7568,,46.78,91.78,1182.0,114.5,1437.5,3.443,1.4223,46.46,84.47,1.4093,33.38,32.355,18479.0,1.1283,68.65,6.8278,7.752999999999999,,46.56,91.13,1175.07,114.3,1422.5,3.423,1.4112,46.25,83.87,1.4035,33.305,32.175,18450.0,1.137,68.9,6.8284,7.7534,,46.59,91.65,1178.5,114.3,1427.5,3.4339999999999997,1.4201,46.41,84.05,1.409,33.33,32.355,18475.0
2009-12-25,1.13,68.775,6.8274,7.7556,,46.51,91.6,1175.07,114.35,1435.5,3.43,1.4156,46.51,84.3,1.4074,33.33,32.29,18472.0,1.1332,68.775,6.829,7.7556,,46.55,91.6,1175.07,114.35,1435.5,3.43,1.4166,46.51,84.3,1.4074,33.33,32.341,18484.0,1.1287,68.65,6.8266,7.7554,,46.51,91.6,1175.07,114.3,1417.5,3.43,1.4124,46.49,84.2,1.4074,33.33,32.22,18464.0,1.1325,68.65,6.8276,7.7554,,46.55,91.6,1175.07,114.3,1430.5,3.43,1.4154,46.49,84.2,1.4074,33.33,32.3,18464.0
2009-12-28,1.1269,69.025,6.8302,7.755,,46.475,91.71,1169.5,114.35,1432.5,3.43,1.4108,46.375,83.95,1.4051,33.37,32.287,18474.0,1.1328,69.025,6.8327,7.7571,,46.545,91.77,1176.1,114.48,1436.5,3.4305,1.4178,46.675,84.15,1.4079,33.415,32.317,18482.0,1.1242,68.9,6.8264,7.754,,46.465,91.42,1166.7,114.3,1427.5,3.4225,1.4073,46.2,83.85,1.4047,33.33,32.177,18450.0,1.1296,68.9,6.8268,7.7548,,46.545,91.51,1173.57,114.4,1427.5,3.4285,1.415,46.49,84.05,1.4079,33.35,32.244,18469.0
2009-12-29,1.1179999999999999,69.075,6.8292,7.7545,,46.58,91.99,1167.0,114.35,1432.5,3.4325,1.3921,46.465,84.25,1.4055,33.36,32.325,18474.0,1.1291,69.375,6.8318,7.7578,,46.72,92.07,1173.1,114.45,1439.5,3.4405,1.4145,46.635,84.31,1.4077,33.38,32.325,18479.0,1.1115,68.9,6.8272,7.7535,,46.4,91.53,1165.15,114.25,1432.5,3.428,1.3852,46.05,83.79,1.4017,33.315,32.205,18450.0,1.127,68.9,6.8287,7.7547,,46.42,91.71,1168.5,114.35,1432.5,3.4285,1.4114,46.3,83.85,1.4052,33.37,32.285,18469.0
2009-12-30,1.1183,69.075,6.8255,7.7543,,46.525,92.46,1167.25,114.4,1432.5,3.426,1.3851,46.125,83.7,1.4048,33.34,32.23,18474.0,1.1233,69.375,6.8311,7.7557,,46.797,92.76,1172.55,114.47,1442.5,3.4375,1.4003,46.575,84.4,1.4072,33.38,32.34,18482.0,1.1158,68.75,6.8248,7.7535,,46.505,91.99,1161.55,114.25,1432.5,3.424,1.3826,46.0,83.4,1.4033,33.31,32.11,18450.0,1.1179,68.95,6.8296,7.7549,,46.505,91.99,1167.25,114.35,1432.5,3.431,1.3933,46.43,84.15,1.4055,33.36,32.33,18475.0
2009-12-31,1.1144,68.875,6.827000000000001,7.7537,,46.41,93.03,1166.08,114.4,1432.5,3.424,1.3781,46.5,84.4,1.4048,33.33,31.99,18474.0,1.1199,69.375,6.8301,7.7559,,46.7,93.15,1168.42,114.4,1445.5,3.4360000000000004,1.3872,46.5,84.68,1.4059,33.355,32.31,18482.0,1.1098,68.75,6.8245,7.7525,,46.4,91.92,1166.08,114.35,1432.5,3.42,1.371,46.1,83.6,1.3997,33.285,31.93,18450.0,1.1187,68.95,6.8251,7.7545,,46.53,92.46,1168.42,114.35,1432.5,3.427,1.3848,46.19,83.6,1.4051,33.34,32.178000000000004,18469.0
2010-01-01,1.1145,68.875,6.827000000000001,7.7545,,46.615,93.04,1166.08,114.4,1432.5,3.424,1.3775,46.25,84.4,1.4047,33.33,31.995,18474.0,1.1145,68.875,6.827000000000001,7.7553,,46.677,93.04,1166.08,114.45,1432.5,3.424,1.3851,46.25,84.4,1.4047,33.33,31.985,18474.0,1.1142,68.75,6.827000000000001,7.7538,,46.59,93.04,1166.08,114.22,1432.5,3.424,1.3765,46.23,84.3,1.4047,33.33,31.985,18469.0,1.1142,68.75,6.827000000000001,7.7544,,46.61,93.04,1166.08,114.3,1432.5,3.424,1.3824,46.23,84.3,1.4047,33.33,31.985,18469.0
2010-01-04,1.0957,68.825,6.8285,7.7557,,46.295,92.47,1150.0,114.45,1432.5,3.3975,1.3619999999999999,45.9,84.65,1.3976,33.195,31.715,18474.0,1.1188,69.375,6.8297,7.7589,,46.655,93.21,1164.07,114.5,1447.5,3.4265,1.3895,46.5,84.73,1.4069999999999998,33.36,32.015,18479.0,1.0942,68.7,6.827000000000001,7.7536,,46.245,92.19,1149.35,114.37,1432.5,3.3965,1.3591,45.75,84.1,1.3966,33.19,31.635,18450.0,1.1127,68.75,6.8297,7.7536,,46.545,92.75,1164.07,114.4,1437.5,3.4185,1.3803,46.45,84.3,1.4044,33.33,31.965,18469.0
2010-01-05,1.0965,68.875,6.8268,7.7557,,46.205,91.58,1140.2,114.325,1432.5,3.3898,1.3614,45.895,84.7,1.3969999999999998,33.155,31.935,18474.0,1.1003,69.375,6.8288,7.7582,,46.305,92.51,1151.0,114.395,1452.5,3.3987,1.3668,46.125,84.87,1.3981,33.205,31.935,18482.0,1.0898,68.75,6.8257,7.7549,,46.045,91.25,1136.3,114.25,1432.5,3.3783,1.3523,45.7,84.25,1.3931,33.09,31.705,18450.0,1.0947,68.99,6.8283,7.755,,46.305,92.47,1151.0,114.28,1432.5,3.3918,1.3607,45.82,84.55,1.3974,33.2,31.715,18474.0
2010-01-06,1.0867,69.105,6.8278,7.7544,,45.695,92.38,1129.2,114.325,1452.5,3.3738,1.3548,45.815,84.5,1.3937,33.14,31.825,18474.0,1.0991,69.375,6.8291,7.7568,,46.205,92.74,1144.7,114.355,1457.5,3.3958,1.3695,46.11,84.92,1.3986,33.185,31.925,18482.0,1.0846,68.75,6.8267,7.7536,,45.695,91.53,1129.2,114.2,1432.5,3.3738,1.3528,45.6,84.12,1.3935,33.125,31.765,18469.0,1.0958,68.75,6.8277,7.7558,,46.165,91.56,1140.2,114.3,1432.5,3.3868,1.36,46.01,84.6,1.3967,33.15,31.815,18469.0
2010-01-07,1.0909,69.105,6.8281,7.7554,,45.65,93.45,1138.2,114.31,1472.5,3.3758,1.3654,45.945,84.65,1.3976,33.13,31.925,18476.5,1.0918,69.375,6.8282,7.7562,,45.89,93.77,1138.2,114.37,1472.5,3.378,1.3679,46.055,85.0,1.3988,33.165,31.925,18477.5,1.079,68.75,6.8258,7.7536,,45.57,92.11,1127.8,114.25,1437.5,3.3617,1.345,45.72,84.4,1.3917,33.085,31.755,18450.0,1.0871,68.98,6.8269,7.7543,,45.61,92.36,1129.2,114.3,1452.5,3.3718,1.3548,46.0,84.4,1.3935,33.14,31.925,18469.0
2010-01-08,1.0819,69.105,6.8276,7.7557,,45.47,92.68,1128.25,114.4,1472.5,3.3775,1.3578,45.73,84.85,1.3946,33.13,31.837,18474.0,1.0963,69.115,6.8285,7.7572,,45.9,93.67,1138.0,114.4,1472.5,3.3885,1.3729,46.1,85.15,1.4002,33.17,31.938000000000002,18479.0,1.0804,68.75,6.8260000000000005,7.7546,,45.47,92.28,1128.25,114.3,1437.5,3.3685,1.3541,45.6,84.55,1.3938,33.13,31.796999999999997,18450.0,1.0893,68.98,6.8278,7.7555,,45.68,93.46,1135.5,114.3,1472.5,3.3715,1.365,45.9,84.55,1.3973,33.13,31.88,18469.0
2010-01-11,1.0737,69.105,6.8263,7.755,,45.26,92.11,1120.5,114.35,1472.5,3.3365,1.3459999999999999,45.45,84.9,1.3885,33.03,31.77,18474.0,1.0781,69.375,6.8285,7.7563,,45.51,92.66,1125.4,114.4,1477.5,3.3715,1.3548,46.1,85.02,1.3907,33.115,31.96,18479.0,1.0719,68.75,6.8251,7.754,,45.23,91.82,1115.4,114.25,1437.5,3.3315,1.3435,45.35,84.6,1.3872,33.01,31.68,18450.0,1.0755,68.98,6.8269,7.7552,,45.51,92.36,1124.7,114.25,1472.5,3.3715,1.3514,45.67,84.75,1.3907,33.11,31.886999999999997,18474.0
2010-01-12,1.0859,69.105,6.827000000000001,7.7551,,45.66,91.11,1120.75,114.3,1472.5,3.3418,1.3533,45.445,84.7,1.3916,33.05,31.825,18474.0,1.0905,69.375,6.8276,7.7559,,45.75,92.43,1127.3,114.4,1472.5,3.3487,1.3582,45.965,85.1,1.393,33.09,31.845,18479.0,1.0741,68.75,6.8236,7.754,,45.1,90.72,1117.3,114.22,1437.5,3.3318,1.3446,45.37,84.49,1.3880000000000001,32.985,31.685,18450.0,1.0753,68.98,6.8236,7.7547,,45.14,92.11,1119.7,114.35,1472.5,3.3318,1.3463,45.49,84.8,1.3886,33.03,31.755,18469.0
2010-01-13,1.0818,69.105,6.8298,7.7574,,45.495,91.39,1123.0,114.365,1452.5,3.3462,1.3508,45.425,84.7,1.3880000000000001,33.0,31.765,18474.0,1.0887,69.375,6.8298,7.7576,,45.775,91.55,1130.6,114.365,1472.5,3.3607,1.3571,45.885,85.09,1.3928,33.06,31.86,18479.0,1.0785,68.98,6.8254,7.754,,45.415,90.9,1118.8,114.25,1432.5,3.3417,1.3459,45.39,84.44,1.3875,33.0,31.73,18450.0,1.087,68.98,6.8273,7.755,,45.735,91.11,1120.75,114.25,1472.5,3.3442,1.3537,45.72,84.6,1.3916,33.04,31.86,18474.0
2010-01-14,1.0731,69.105,6.827000000000001,7.757999999999999,,45.6,91.26,1123.0,114.365,1452.5,3.3395,1.347,45.65,84.5,1.3877,32.88,31.775,18474.0,1.0851,69.375,6.8279,7.7585,,45.72,92.04,1123.9,114.365,1460.5,3.3505,1.3537,45.89,84.98,1.3894,33.03,31.855,18480.0,1.0716,68.7,6.8259,7.7548,,45.4,90.85,1118.4,114.35,1432.5,3.3305,1.3430000000000002,45.6,84.25,1.3851,32.825,31.685,18450.0,1.0818,68.98,6.8273,7.7562,,45.49,91.4,1122.5,114.35,1432.5,3.342,1.3508,45.68,84.6,1.3882,33.0,31.755,18474.0
2010-01-15,1.0832,68.825,6.827000000000001,7.7607,,45.79,90.78,1123.5,114.25,1454.5,3.3395,1.3542,45.9,84.25,1.3907,32.86,31.805,18469.5,1.0854,69.115,6.8274,7.7612,,45.83,91.32,1125.3,114.35,1460.5,3.3445,1.359,45.98,84.65,1.3917,32.885,31.87,18483.5,1.0727,68.7,6.8255,7.7564,,45.41,90.6,1120.86,114.1,1432.5,3.3325,1.3448,45.65,84.0,1.3872,32.85,31.66,18450.0,1.073,68.98,6.8274,7.7578,,45.62,91.28,1123.0,114.25,1452.5,3.3365,1.3459,45.8,84.4,1.3877,32.88,31.76,18474.0
2010-01-18,1.0794,68.825,6.8268,7.7636,,45.645,90.71,1124.6,114.25,1457.5,3.3415,1.3526,45.85,84.4,1.3878,32.825,31.776,18474.0,1.0905,69.115,6.8285,7.7639,,45.855,91.06,1129.0,114.3,1457.5,3.3495,1.365,46.08,84.52,1.3923,32.925,31.849,18480.0,1.0772,68.7,6.8261,7.7592,,45.515,90.57,1120.7,114.15,1432.5,3.3363,1.3493,45.725,83.85,1.3878,32.825,31.724,18450.0,1.0861,68.7,6.8277,7.7594,,45.785,90.85,1120.7,114.25,1454.5,3.3435,1.3611,45.81,84.15,1.3915,32.86,31.783,18469.0
2010-01-19,1.0808,69.105,6.8278,7.7638,,45.76,91.21,1130.3,114.25,1442.5,3.3395,1.3519,45.725,84.7,1.3908,32.88,31.851999999999997,18474.0,1.0899,69.375,6.8288,7.7652,,45.9,91.26,1130.4,114.27,1457.5,3.3425,1.364,46.195,84.82,1.3927,32.94,31.921999999999997,18479.0,1.0769,68.7,6.8265,7.7615,,45.36,90.32,1121.9,114.1,1427.5,3.3287,1.3481,45.7,84.14,1.3867,32.775,31.703000000000003,17835.0,1.0793,68.7,6.827999999999999,7.7627,,45.66,90.71,1124.6,114.1,1457.5,3.3375,1.3526,45.75,84.3,1.3878,32.83,31.785999999999998,18469.0
2010-01-20,1.1002,69.005,6.827000000000001,7.769,,45.86,91.21,1144.3,114.375,1442.5,3.3645,1.3892,46.205,84.65,1.3995,32.96,31.93,18476.5,1.1025,69.375,6.8289,7.7691,,46.13,91.46,1144.3,114.375,1450.5,3.3675,1.3919,46.365,84.77,1.4014,32.98,31.985,18477.5,1.0817,68.74,6.8266,7.7620000000000005,,45.54,90.79,1126.9,114.2,1427.5,3.3375,1.3563,45.725,84.3,1.3902,32.86,31.715,18450.0,1.083,68.98,6.8274,7.7625,,45.8,91.21,1127.3,114.35,1442.5,3.347,1.3563,45.88,84.6,1.3906,32.88,31.845,18469.0
2010-01-21,1.1097,68.855,6.8269,7.7717,,46.23,90.45,1145.0,114.4,1442.5,3.3697,1.4077,45.985,84.6,1.4045,33.0,31.94,18474.0,1.1103,69.375,6.8274,7.7722,,46.23,91.87,1145.0,114.43,1446.5,3.3768,1.4084,46.265,84.65,1.4058,33.115,32.015,18479.0,1.093,68.73,6.8258,7.7673,,45.72,89.88,1136.75,114.3,1442.5,3.3628,1.3814,45.7,84.2,1.3974,32.925,31.825,18450.0,1.0988,68.88,6.8271,7.7687,,45.78,91.2,1142.5,114.35,1445.5,3.3738,1.3852,45.845,84.55,1.3995,32.96,31.975,18469.0
2010-01-22,1.1101,69.005,6.827000000000001,7.7727,,46.225,89.85,1154.0,114.35,1444.5,3.398,1.4080000000000001,46.225,84.55,1.4051,33.01,31.995,18474.0,1.1132,69.015,6.827000000000001,7.7744,,46.355,90.57,1155.9,114.4,1448.5,3.4035,1.4103,46.335,84.74,1.4068,33.05,32.019,18479.0,1.0993,68.73,6.8255,7.7685,,46.025,89.8,1143.49,114.25,1427.5,3.3725,1.3924,45.8,84.15,1.3995,32.96,31.88,18450.0,1.1105,68.73,6.8267,7.7714,,46.305,90.43,1144.0,114.25,1442.5,3.3725,1.4069,46.2,84.5,1.4047,33.005,31.98,18469.0
2010-01-25,1.1059,68.975,6.8269,7.769,,46.075,90.42,1147.0,114.4,1442.5,3.4013,1.4009,46.24,84.55,1.3994,32.965,31.94,18474.0,1.1096,69.375,6.827000000000001,7.7732,,46.275,90.47,1154.0,114.5,1449.5,3.4158,1.4059,46.67,84.77,1.4042,33.055,32.02,18479.0,1.0993,68.74,6.8258,7.7663,,46.025,89.83,1146.05,114.3,1427.5,3.3977,1.3931,45.845,84.4,1.3982,32.94,31.89,18450.0,1.1066,68.88,6.827000000000001,7.772,,46.175,90.0,1151.3,114.3,1444.5,3.4047,1.4037,46.66,84.5,1.4028,33.02,31.971,18469.0
2010-01-26,1.1126,68.975,6.8266,7.7754,,45.855,89.65,1157.5,114.525,1442.5,3.4183,1.4127,46.595,84.4,1.4028,33.04,32.035,18474.0,1.1189,69.375,6.8275,7.7761,,45.995,90.56,1166.9,114.525,1457.5,3.4307,1.4242,46.685,84.74,1.4068,33.06,32.155,18479.0,1.1005,68.85,6.8264,7.7656,,45.855,89.35,1142.85,114.45,1432.5,3.3887,1.3939,45.845,84.2,1.3964,32.91,31.875,18450.0,1.1055,68.85,6.8274,7.7691,,45.995,90.42,1147.0,114.5,1442.5,3.4017,1.3996,46.225,84.45,1.3994,32.96,31.935,18469.0
2010-01-27,1.1175,69.225,6.8278,7.7763,,46.19,89.97,1161.3,114.525,1452.5,3.4268,1.4152,46.795,84.4,1.4053,33.03,32.055,18474.0,1.1223,69.375,6.827999999999999,7.7772,,46.54,90.09,1167.5,114.525,1459.5,3.4318,1.4231,46.895,84.88,1.4069999999999998,33.08,32.135,18479.0,1.1053,68.74,6.827000000000001,7.7738,,45.87,89.14,1155.55,114.5,1442.5,3.4138,1.4061,46.1,84.23,1.4019,33.01,31.945,18460.0,1.1126,68.85,6.8271,7.7761,,45.87,89.64,1160.5,114.5,1442.5,3.4173,1.412,46.66,84.3,1.4028,33.04,32.045,18469.0
2010-01-28,1.1191,68.865,6.8269,7.7673,,46.25,89.79,1150.3,114.65,1452.5,3.4108,1.4195,46.565,84.7,1.4044,33.105,31.985,18469.5,1.1199,69.375,6.827000000000001,7.7771,,46.47,90.55,1164.0,114.65,1455.5,3.4287,1.4213,46.925,84.8,1.4069,33.115,32.115,18483.5,1.1049,68.74,6.8260000000000005,7.766,,46.15,89.63,1148.1,114.5,1451.5,3.4028,1.4002,46.07,84.2,1.4006,33.025,31.915,18460.0,1.1176,69.1,6.8262,7.7762,,46.38,89.97,1161.3,114.5,1454.5,3.4268,1.4152,46.66,84.3,1.4052,33.03,32.065,18469.0
2010-01-29,1.1305,68.975,6.8269,7.7636,,46.125,90.29,1158.9,114.65,1452.5,3.4147,1.4265,46.5,84.65,1.4074,33.16,31.965,18474.0,1.1321,69.015,6.827000000000001,7.7735,,46.445,90.93,1161.7,114.65,1457.5,3.4268,1.4265,46.89,85.03,1.4084,33.19,32.12,18480.0,1.1156,68.85,6.8260000000000005,7.7627,,46.075,89.59,1149.5,114.6,1437.5,3.4058,1.4092,46.35,84.4,1.403,33.1,31.91,18465.0,1.1172,68.85,6.827000000000001,7.7674,,46.275,89.8,1152.2,114.6,1452.5,3.4138,1.4180000000000001,46.7,84.6,1.4043,33.11,32.03,18469.0
2010-02-01,1.1212,68.975,6.827000000000001,7.7666,,46.14,90.76,1166.25,114.65,1452.5,3.426,1.4095,46.58,85.0,1.4094,33.16,32.035,18474.0,1.138,69.015,6.8285,7.7695,,46.45,90.94,1175.2,114.74,1455.5,3.426,1.4304,46.78,85.17,1.4138,33.255,32.08,18479.0,1.1208,68.74,6.827000000000001,7.7646,,46.03,90.0,1159.2,114.6,1437.5,3.426,1.4085,46.07,84.7,1.4069,33.13,31.92,18460.0,1.1357,68.85,6.8271,7.765,,46.16,90.25,1159.8,114.6,1437.5,3.4160000000000004,1.4271,46.6,85.05,1.4082,33.16,32.0,18474.0
2010-02-02,1.1281,68.975,6.8271,7.7661,,46.125,90.45,1160.0,114.685,1452.5,3.4225,1.4042,46.35,84.9,1.4074,33.07,32.055,18474.5,1.1393,69.375,6.8276,7.769,,46.335,90.91,1166.25,114.725,1458.5,3.4255,1.4212,46.76,85.07,1.4132,33.18,32.1,18478.5,1.1198,68.74,6.8241,7.7658,,45.955,90.26,1156.35,114.6,1449.5,3.4105,1.4019,46.07,84.65,1.4069999999999998,33.065,31.95,18465.0,1.1218,68.85,6.8266,7.7675,,46.075,90.77,1166.25,114.65,1452.5,3.4225,1.4102,46.66,84.9,1.4096,33.16,32.1,18469.0
2010-02-03,1.133,68.975,6.827000000000001,7.7668,,45.925,90.89,1148.7,114.6,1452.5,3.3995,1.4133,46.175,84.95,1.4121,33.08,32.015,18474.0,1.1345,69.375,6.8282,7.7678,,46.155,91.28,1159.6,114.69,1454.5,3.4225,1.4149,46.735,85.05,1.4129,33.1,32.055,18479.0,1.1211,68.85,6.8248,7.7639,,45.925,90.08,1144.6,114.55,1442.5,3.3995,1.3978,45.8,84.8,1.4061,32.995,31.915,18459.0,1.1282,68.85,6.8275,7.7659,,46.045,90.45,1159.6,114.6,1442.5,3.4225,1.4041,46.335,84.8,1.4077,33.07,32.055,18469.0
2010-02-04,1.1572,68.975,6.8285,7.7709,,46.235,89.38,1146.9,114.6,1452.5,3.4235,1.4568,46.5,84.8,1.4207,33.16,32.11,18474.0,1.1618,69.375,6.8285,7.771,,46.285,91.08,1156.9,114.6,1455.5,3.4235,1.4606,46.71,85.04,1.4228,33.16,32.12,18479.0,1.1320000000000001,68.85,6.8245,7.7648,,45.785,88.55,1146.9,114.55,1447.5,3.4025,1.4219,45.845,84.61,1.4108,33.075,31.93,18459.0,1.1335,68.85,6.8265,7.7666,,45.995,90.89,1148.7,114.55,1452.5,3.4025,1.4247,46.05,84.85,1.4119,33.08,32.01,18474.0
2010-02-05,1.1520000000000001,68.975,6.8285,7.771,,46.645,89.22,1169.95,114.7,1452.5,3.444,1.4533,46.55,84.7,1.4223,33.2,32.115,18474.0,1.1661,69.015,6.829,7.7723,,46.775,89.89,1177.9,114.75,1456.5,3.4539999999999997,1.4699,46.76,84.9,1.4241,33.21,32.19,18480.0,1.1467,68.85,6.8260000000000005,7.7688,,46.075,88.83,1146.9,114.6,1442.5,3.427,1.4415,46.1,84.6,1.4193,33.125,32.02,18459.0,1.157,68.85,6.8279,7.77,,46.275,89.38,1146.9,114.65,1452.5,3.427,1.4565,46.66,84.7,1.4203,33.16,32.12,18469.0
2010-02-08,1.1564,68.975,6.8266,7.7713,,46.845,89.23,1172.45,114.7,1452.5,3.4452,1.4633,46.675,85.05,1.4234,33.175,32.105,18474.0,1.1574,69.375,6.8274,7.7722,,46.89,89.56,1175.95,114.78,1452.5,3.4493,1.4645,46.685,85.22,1.4243,33.25,32.225,18482.0,1.1478,68.85,6.8258,7.769,,46.395,89.15,1170.65,114.65,1441.5,3.4367,1.4438,46.15,84.45,1.4196,33.15,32.025,18465.0,1.1511,68.85,6.8267,7.7706,,46.555,89.27,1171.55,114.7,1452.5,3.4467,1.4507,46.15,84.95,1.4207,33.19,32.135,18469.0
